"","GSM1679409","GSM1679410","GSM1679411","GSM1679412","GSM1679413","GSM1679414"
"ADAMTSL4-AS2",5.002967904,4.903920206,5.118833675,5.599548494,5.518524183,5.806689388
"ADAMTSL5",5.814735946,5.87285415,5.730084529,5.95433448,5.812802737,5.87143013
"ADAP1",7.3607026745,7.286328135,7.365619809,7.745390871,7.610864721,7.873489457
"ADAP2",5.2970401095,5.335363455,5.4099350385,5.483157114,5.1805268355,5.4353544755
"ADAR",11.6712326,11.74360975,11.76046341,10.91658753,11.04555712,10.96010696
"ADARB1",5.8124529528,5.9677116562,5.836345955,5.7207474782,5.9837560272,5.9045751968
"ADARB2",4.231952057,4.453403142,4.3333451855,4.416266175,4.402422173,4.4911849895
"ADARB2-AS1",5.549513379,5.39619353,5.599249189,5.483591011,5.540243495,5.645247086
"ADAT1",8.334999573,8.222781718,8.375100026,8.352649182,8.380676131,8.392981758
"ADAT2",5.7100373245,5.427824779,5.522391926,4.3567757905,4.3412918905,4.6796086165
"ADAT3",5.991771252,5.8675460505,6.004273139,5.996951492,5.948027763,5.8161584835
"ADCK1",7.110841226,7.092401431,7.050917855,6.819921811,6.765530531,6.727773512
"ADCK2",6.873365736,6.9348893935,6.8352682785,6.759678755,6.75467245275,6.727493516
"ADCK5",6.30346539,6.283217314,6.271474457,6.333157688,6.255183351,6.408955923
"ADCY1",5.9570087212,6.0290235364,5.9493459498,7.0735856292,7.3390592956,7.197557847
"ADCY10",2.817381514,2.8499848335,2.8803173395,2.8269977825,2.8823243935,2.9132288565
"ADCY10P1",4.835211114,5.146003102,5.387582967,6.154946223,6.358177305,6.0571942235
"ADCY2",3.89019118675,3.73198027375,3.8908526255,3.7630872775,3.78101899625,3.8612492915
"ADCY3",6.388703452,6.3589326075,6.24702332,5.7476421515,5.5089983345,5.790897425
"ADCY4",5.649932716,5.447349377,5.381139531,5.214002035,5.246666506,5.305220795
"ADCY5",5.1197155245,5.1404637005,5.1466222005,5.3205222855,5.2973929945,5.388259854
"ADCY6",7.057733562,7.043948343,6.95580488,7.893962522,7.73674547,7.776015836
"ADCY6-DT",3.909253596,4.042286908,3.691176145,4.978791439,4.603315538,4.64651137
"ADCY7",4.368956418,4.701725222,4.883372488,4.4595289275,4.57471116,4.387034629
"ADCY8",3.626444714,4.178096654,3.478144467,3.636720709,3.405263663,3.292231095
"ADCY9",6.54932787633333,6.65979383333333,6.53136003633333,6.31808899666667,6.49646881,6.61120158433333
"ADCYAP1",3.620735214,3.5922223785,3.678492169,3.6247687545,3.602998442,3.622355753
"ADCYAP1R1",3.688993809,3.9263949765,3.882901953,3.7999730505,3.832914734,4.0077655605
"ADD1",7.162811644,6.9815493985,7.16987957025,7.22160940925,7.292379737,7.36987361625
"ADD2",4.576173985,4.59719814433333,4.6245221445,4.68486749216667,4.63551621366667,4.784256801
"ADD3",5.49796562925,5.9466175495,6.91467493275,5.7512936265,6.33073473325,5.32658692125
"ADD3-AS1",3.32335266366667,3.47852162366667,3.56606577,3.37475202066667,3.50083698933333,3.60628707833333
"ADGB",2.538181285,2.16186981,2.371622622,2.371622622,2.212476897,2.174488848
"ADGB-DT",4.602303556,4.728481015,4.816527636,4.689530886,4.783630428,4.748391703
"ADGRA1",4.915531029,4.790684787,4.905002772,4.89770916,4.719097845,4.872695325
"ADGRA2",4.4205071995,4.5876301285,4.5656470355,4.27138516,4.190799844,4.1795436135
"ADGRA3",4.82341480833333,4.92605751866667,4.87601771066667,4.117560851,4.313787185,4.26570421966667
"ADGRB1",6.041923241,5.997042443,6.018970108,5.99575498,6.069499962,5.979879481
"ADGRB2",3.611096176,3.794754174,3.435328909,3.340398602,3.313130522,3.459245645
"ADGRB3-DT",2.788759716,2.970683585,2.461691402,2.298172529,2.493185826,2.681722053
"ADGRD1",4.672963901,4.666386975,4.08823971,3.926433019,4.565530128,4.216433964
"ADGRD2",6.056715786,6.182553572,5.546808436,6.025317115,5.793984579,5.824582607
"ADGRE1",3.807142464,3.996018417,3.996018417,3.83515024,3.865044266,4.292213908
"ADGRE2",3.6486117335,3.506964244,3.309065902,3.213775501,3.250881247,3.186519896
"ADGRE3",3.579036935,3.972091297,3.695647188,3.632125189,3.426538427,3.787052124
"ADGRE5",7.223809664,7.272735317,7.098917047,6.860938603,6.873347638,6.799975436
"ADGRF1",3.49354563166667,3.48149491566667,3.408572003,3.70770533033333,3.57565687166667,3.55984195233333
"ADGRF2",2.407445947,2.496970287,2.6352067,2.625195151,2.599039751,2.8649677
"ADGRF3",3.49336667,3.5053071005,3.4662365765,3.5198773055,3.519437095,3.765844331
"ADGRF4",5.31694015,5.3237835205,5.4397318845,3.985459998,3.6827391755,3.4867823745
"ADGRF5",3.4144427465,3.285554616,3.400745911,3.370797309,3.3132148965,3.3728832845
"ADGRF5-AS1",3.865163311,4.074350279,3.95390607,4.054120763,3.775955846,4.047885666
"ADGRG1",7.918288085,7.759162835,7.8980103965,7.3602155585,7.34956462,7.248456107
"ADGRG2",5.649467796,5.931880896,5.104496771,5.052146246,5.310015104,5.023150379
"ADGRG3",4.320251859,4.2388421375,4.1460560565,4.345511973,4.1634671095,4.379154404
"ADGRG4",2.906469145,2.593528203,3.220332979,3.126278926,3.062376876,2.904675681
"ADGRG5",4.770648097,4.5281784595,4.665233387,4.7668904335,4.733881611,4.848926992
"ADGRG6",6.078687372,6.153530215,6.40572277533333,6.895433306,6.77417997866667,6.829697611
"ADGRG7",2.371175138,2.085927441,2.329866816,2.178876226,2.325468732,2.100192356
"ADGRL1",6.85035194366667,6.79777844333333,6.51037463866667,6.77347797333333,6.93403953966667,6.90899279266667
"ADGRL2",2.4191404,2.560691768,2.486483737,2.456679088,2.164340569,2.240785709
"ADGRL3",3.457351838,3.32979764633333,3.68405885933333,3.17293981733333,3.185581535,3.15435551333333
"ADGRV1",4.2206440868,4.1233447078,4.0981701018,4.1481854454,4.2182676656,4.1308727436
"ADH1A",2.397078582,2.372949754,2.406859776,2.546865274,2.599039751,2.558233334
"ADH1B",3.2452279075,3.4040159345,3.2429349285,3.326732738,3.299569143,3.3577354155
"ADH1C",3.746589722,3.784521588,3.974660221,3.603514328,3.509755272,3.945485186
"ADH4",3.843911582,3.610034254,3.775530776,3.81903090933333,3.92386035133333,3.72070981233333
"ADH5",9.1160346655,9.050729563,8.874708708,8.734603262,8.857695417,8.7076759175
"ADH6",3.1018089355,3.0866557335,3.168253874,3.134484431,3.043664262,3.4225931045
"ADH7",3.234253346,3.500165316,3.253141192,3.167480919,3.254742865,3.444731711
"ADHFE1",6.506254583,6.432845692,6.403044905,6.979069685,7.000406699,7.066063771
"ADI1",8.20324644466667,8.21141776266666,8.0391624,8.01166042966667,7.78849077766667,7.954064045
"ADIG",5.6264921,5.666592537,5.8062511135,5.4147360395,5.3286625015,5.5120598315
"ADIPOQ",2.459779929,2.330444687,2.53160929,2.436767772,2.253404724,2.579916693
"ADIPOR1",9.016591934,9.116283088,9.215557977,9.857854967,9.820283917,9.898945926
"ADIPOR2",9.542898453,9.663225782,9.178166063,8.952942163,8.988115682,8.938063477
"ADIRF",9.97978573,10.11352676,9.924681989,11.21348886,11.0663633,10.54278059
"ADIRF-AS1",5.954055321,5.950394919,5.826466831,6.204790614,5.772735013,6.020793258
"ADK",8.074168291,8.4747377145,8.033472368,7.0515212285,6.9526744735,7.050961749
"ADM",7.314074315,7.693146464,7.117484144,6.589997215,6.762015538,5.644365565
"ADM2",6.346953335,6.260026541,6.343563532,6.371553324,6.425605315,6.373181218
"ADM5",6.286890212,6.367494768,6.158469828,6.344582735,6.209912088,6.20639661
"ADNP",9.9669171715,10.1327863845,9.929639589,9.8463074585,9.9925274775,9.7829499445
"ADNP2",7.936554215,8.0217539455,7.957283765,8.4034719235,8.2887625305,8.326345054
"ADO",8.1708160265,8.1910893785,8.2671875835,7.741845084,7.9845637215,7.9192783025
"ADORA1",5.9781885685,5.8648006895,5.861771472,5.8948026875,5.897142318,5.9280816255
"ADORA2A",5.427826947,5.573206255,5.569286944,5.534866026,5.578213211,5.732393426
"ADORA2A-AS1",4.123699774,4.14521053,4.2003952495,4.1048191755,4.027756203,3.956783264
"ADORA2B",6.74436402,6.312231228,6.360563381,4.14206862,3.405749975,3.749914622
"ADORA3",3.5953241635,3.853194258,3.970195167,3.718221713,3.908413422,3.938456152
"ADPGK",7.9843288585,8.0428688405,8.16769633,7.865799799,7.863355428,7.8182456435
"ADPRH",4.47792538966667,4.51390541633333,4.31606073266667,4.20446244833333,4.30051031966667,4.337233497
"ADPRHL1",5.8012811885,5.70372201,5.6436193255,5.907281901,5.7573624685,5.9148042155
"ADPRM",6.514552638,6.8503881025,6.386394972,6.1761036835,6.0194719195,6.1084108555
"ADPRS",8.636886088,8.564419598,8.61511531,8.538486547,8.528316498,8.374860698
"ADRA1A",2.90570852583333,2.95148529716667,2.983663389,2.99244467783333,2.88209682283333,2.910726566
"ADRA1B",3.619023652,3.611970824,3.707075993,3.557412959,4.202462709,3.705381223
"ADRA1D",4.0273907155,3.8872723795,3.9822992345,4.064845654,3.8956429395,3.851439708
"ADRA2A",4.79171477,4.503385236,4.603684403,5.87290522,5.63022246,6.461503713
"ADRA2B",5.81641749,5.916422901,6.110771465,5.921929141,5.978155231,6.256658254
"ADRA2C",6.109560732,6.428494435,5.947498038,6.002995337,5.871052897,6.247288577
"ADRB1",4.61880276966667,4.66208900166667,4.92133535733333,4.33878242166667,4.41871020366667,4.290221539
"ADRB2",3.362268765,2.917376288,3.671136313,3.46475964,3.315315151,3.325394727
"ADRB3",4.794954014,4.67324451,4.784096793,4.741618783,4.795261805,4.857372378
"ADRM1",9.37532841,9.34573595,9.321509503,8.852164351,8.917409024,8.62372298
"ADSL",8.914778247,8.872205904,8.84303749,8.185519238,8.1472928415,8.261531528
"ADSS1",6.0906001885,6.114229537,6.127622094,5.926294306,5.871354423,5.9286141505
"ADSS2",7.3940974,7.482189277,7.635493103,7.114655406,7.04022114,6.946052531
"ADTRP",5.070877318,4.5071564335,4.910631379,3.740454887,3.8830687375,4.0706724095
"AEBP1",5.592125858,5.659920512,5.709764463,5.633102422,5.580383214,5.566742869
"AEBP2",5.3581668665,5.518477963,5.299002902,5.333188813,5.376535992,5.2948036235
"AEN",8.550045939,8.736271417,8.92406834,8.354018369,8.445477497,8.351973271
"AFAP1",2.982439377,2.543890337,2.57569378,1.802031797,2.181491066,1.928584243
"AFAP1-AS1",3.546693137,3.417584896,3.5082203685,3.8070806145,3.590394104,3.7665991495
"AFAP1L1",4.6221882405,4.658524494,4.437242588,4.5430427585,4.365878256,4.707113423
"AFAP1L2",6.434594845,6.888436783,7.181387062,2.977755349,3.443530767,3.273223835
"AFDN",4.43256792071429,4.51483018471429,4.50851576857143,4.46988419885714,4.25018407328571,4.42119664628571
"AFDN-DT",3.613047004,3.73334535,3.33580138,3.69558208,3.728899083,3.544236811
"AFF1",5.95375484866667,6.02531920566667,6.104085109,5.810160278,5.759192081,5.74569472433333
"AFF2",3.922353047,3.945468028,4.190572191,4.263513413,4.01052510766667,4.27677365033333
"AFF3",4.04042447383333,4.05951456616667,4.0978814705,4.65648127966667,4.69007996633333,4.7730171685
"AFF4",5.3731628035,5.181605596125,5.4971229545,5.829885837375,5.818794771,5.72372749775
"AFG1L",3.234850532,3.128041413,3.2908747825,3.179888517,3.049817905,3.291794357
"AFG3L1P",7.014866547,6.89415023,7.00042622666667,6.740591466,6.81992315766667,6.80303503266667
"AFG3L2",8.06697598533333,7.926966909,8.06541777433333,8.23825018933333,8.28038336933333,8.28479196266667
"AFM",2.572701224,2.438316296,2.567372463,2.37111962,2.358946681,2.439016625
"AFMID",5.977018148,5.694022052,5.694871352,6.18994049,6.129296977,6.327322371
"AFP",4.650702537,4.820723919,4.715561867,4.89770916,4.952942612,4.945511813
"AFTPH",8.7329892475,8.8330743015,8.715245213,8.9955258215,9.068433252,9.0399297185
"AFTPH-DT",3.816278537,4.166581687,3.794359088,4.359302812,4.791376409,4.06870643
"AGA",7.471111739,7.343777225,7.42270647733333,7.29719433033333,7.358116597,7.434553467
"AGA-DT",2.49222151,2.590388883,2.927578501,2.309028811,2.601370109,2.627264278
"AGAP1",6.30702820266667,6.574543239,6.330431323,6.15023718766667,6.40244389033333,6.20459449733333
"AGAP11",4.7799238025,4.823893738,4.7774359225,4.748179097,4.810966013,4.7206153895
"AGAP2",4.85706456366667,4.85791049066667,4.73207189666667,4.797298646,4.63855216033333,4.67694167533333
"AGAP2-AS1",7.350155892,7.322613545,7.106058805,6.268214895,6.540104261,6.028443217
"AGAP3",6.894123402,6.79113151,6.735085069,6.485068807,6.502624351,6.55736469466667
"AGAP4",6.3409584595,6.176916415,6.3546467935,6.52680900275,6.305000714,6.23327382375
"AGAP9",4.554144798,4.506600001,4.604823195,4.450038942,4.534994974,4.62993978
"AGBL1",3.251833304,3.251302484,3.35339548,3.134310084,3.302748297,3.347528451
"AGBL2",4.624402336,4.682255874,4.466660064,4.684122698,4.837808577,4.237776852
"AGBL3",3.135554321,3.513108467,3.335124875,2.74940332,3.631747776,2.981354914
"AGBL4",3.5009552735,3.713378451,3.628790146,3.7716178785,3.6232497235,3.6304122045
"AGBL5",6.08694848766667,6.04156441566667,5.63037355266667,5.47222872166667,5.423491143,5.255925515
"AGER",5.2908535915,5.2769183225,5.3236921065,5.3049720725,5.349047077,5.296265673
"AGFG1",5.9573619196,6.0023831246,6.0035349794,5.7617323102,5.9230339206,5.8563501432
"AGFG2",5.18224330483333,5.133678454,5.34344721566667,5.38323673366667,5.284910223,5.38706218483333
"AGGF1",6.77277613325,6.76863014075,6.70008590025,6.4597394085,6.568408172,6.44950811025
"AGK",5.81852887266667,6.15746294833333,5.853413924,5.56834335633333,5.41716447266667,5.39355378
"AGL",7.709652971,7.75053339,7.433201924,6.672283895,7.295567859,7.188243316
"AGMAT",5.47106761033333,5.33514724666667,5.30814408566667,5.57259811466667,5.56190397766667,5.64018485666667
"AGO1",5.770865989,5.77045152325,5.73168086125,5.35752927875,5.625374766,5.65759949325
"AGO2",7.4159599514,7.5658473046,7.4591027584,7.3741196072,7.2496959626,7.1836260352
"AGO3",4.467400636,4.5905419495,4.57544016125,4.1740889695,4.13849119025,4.073851784
"AGO4",4.842524276,4.911784518,4.80572577425,4.85931902325,4.8496342455,4.9018789995
"AGPAT1",7.7685274545,7.758964141,7.936960278,7.710007913,7.5783308535,7.5970601995
"AGPAT2",7.609297089,7.5922496665,7.4308728575,7.6091751035,7.5487514345,7.6882314455
"AGPAT3",6.8827593075,7.04426630833333,6.70625847933333,6.89094094616667,7.01642412416667,6.948783046
"AGPAT4",4.177022836,4.555856424,4.157510403,4.086770698,4.0230316045,4.5867212065
"AGPAT4-IT1",5.157314542,5.388513362,5.386455055,5.229218598,5.307836826,5.307836826
"AGPAT5",5.8338381965,6.1636167785,5.956209718,4.8074003555,5.2401362105,5.170200801
"AGPS",3.1115983,3.199756811,3.17755676033333,3.06805201766667,3.42701395966667,3.25529579666667
"AGR2",10.4934911205,10.5145069615,11.1792528995,12.2510103,12.14227749,12.41258427
"AGR3",10.4107042,10.50122003,11.18584074,12.8828032,12.8837802,13.15533999
"AGRN",7.06510265625,7.13014829725,6.9847989,6.829070324,6.79586192675,6.75800268725
"AGRP",5.9225663,5.72955818,6.101186293,6.142288133,6.129790284,6.370355372
"AGT",3.656327579,3.460022247,3.861796264,4.00497715,3.926409425,4.091943488
"AGTPBP1",5.4098546335,5.1888761295,5.23214306575,5.191347098,5.35667296775,5.088284646
"AGTR1",3.5201082815,3.3190703735,2.993067821,5.5391089125,6.668780886,6.2044908815
"AGTR2",3.06334976233333,2.948426034,2.96856407533333,3.12222254866667,2.981747464,3.096669177
"AGTRAP",6.532591523,6.485286098,6.49643519533333,6.25930898366667,6.172152707,6.27728762866667
"AGXT",3.84706304966667,3.692187737,3.71612969133333,3.704818232,3.87377490433333,3.82786982933333
"AGXT2",3.671068381,3.915031526,3.749654014,3.617934886,3.624811414,3.754484828
"AHCTF1",5.517926772,5.63321191,5.77358345966667,5.56347631566667,5.45665396133333,5.54325167433333
"AHCY",10.18684709,10.1697603,10.20236404,9.605146508,9.55642878,9.788137973
"AHCYL1",7.9764400975,7.88943027275,7.9734889375,8.11888293575,8.04428956825,8.0209900565
"AHCYL2",6.0458722175,6.299224162,6.365484136,6.280087609,6.444810948,6.4636269355
"AHDC1",5.71285203666667,5.516215629,5.59392961166667,5.658950267,5.46868131,5.58706509333333
"AHI1",5.3107854614,5.4135375338,5.3126581718,5.960637066,5.915419844,5.9953957374
"AHI1-DT",3.883107915,3.943881168,3.90629744,4.232662589,4.435814741,4.549741831
"AHNAK",6.2038639594,6.4647402758,6.1877857812,6.5627816592,6.5651687948,6.7116062894
"AHNAK2",6.898409328,7.316699569,6.6628807265,5.3802572695,5.374137851,4.8222150885
"AHR",7.880192877,8.313988364,8.339897678,9.383501066,9.611980067,9.747005758
"AHSA1",10.72088053,10.88634505,10.97018121,9.84020044,9.383762304,9.634749982
"AHSA2P",7.30115573866667,7.35522462866667,7.17183881033333,7.335256435,7.05899157866667,7.01469029466667
"AHSG",3.9928848145,3.9497546325,3.8100943245,4.0857911365,4.0848654525,4.065354031
"AHSP",6.175385317,6.206276196,6.538616053,6.160437525,6.307030031,6.297038963
"AICDA",3.0830100665,3.0746472125,3.222780636,3.506598395,3.324810042,3.384504071
"AIDA",8.060640903,8.2282285055,8.484232777,7.01604466,7.259271697,7.229223726
"AIF1",5.468472044,5.17004790025,5.31170218275,5.01609615525,5.12010695225,5.1937297225
"AIF1L",7.1726436825,7.1486232085,6.799504934,7.09569057,7.077040954,7.205558531
"AIFM1",8.626913969,8.944179572,8.608177881,8.057189729,8.165707683,8.187697782
"AIFM2",7.040997972,7.1242016495,7.072775728,7.087205729,7.043762176,7.0516457005
"AIFM3",5.908424783,5.836505489,5.75364053,5.925991876,6.058165279,6.103828132
"AIG1",4.5108652884,4.4054530188,4.425690077,4.8165292118,4.5290272422,5.0241300312
"AIM2",3.432351677,3.490004432,3.390761332,3.318857325,3.315125838,3.624500894
"AIMP1",8.00233890733333,8.10461988433333,8.117321898,7.966602338,7.95331520666667,8.051457218
"AIMP2",9.405480318,9.368278841,9.48030691,8.69477569066667,8.711898097,8.68429341766667
"AIP",8.059203681,7.950335077,7.8668815655,7.5931805845,7.483776591,7.5127106845
"AIPL1",5.0879896705,4.923705549,5.0934395005,4.932725852,4.967401984,4.904796929
"AIRE",5.314564205,5.354722178,5.421690092,5.859972052,5.401534979,5.566734936
"AJAP1",4.08709739275,4.06289456125,3.9848248625,3.9141635765,3.93563511575,4.03027741
"AJM1",5.875377978,5.964179029,5.746264065,6.017093201,5.749794532,5.911473765
"AJUBA",6.07885774175,6.03228292175,5.52365981525,3.70773848775,3.8238517155,3.514262443
"AK1",7.0454737105,7.0443249265,6.8159860975,6.7832101955,6.890201037,6.823914013
"AK2",6.479776311,6.4411557395,6.38037171783333,6.3445503165,6.33364972383333,6.500312542
"AK3",8.6123077255,8.6562784245,8.43140797,8.3644538365,8.4024965225,8.684109269
"AK4",7.1504006175,7.44414559175,6.7113764925,5.9630510095,6.17295355025,6.25811983225
"AK5",4.237675072,4.1033627905,4.399342683,4.139788774,4.268451743,4.2589529265
"AK6",9.809178095,10.006479,9.882464253,9.753839028,9.884607425,9.687170952
"AK7",5.16160685075,5.172301525,5.1711656085,5.09860245425,5.252453219,5.021528339
"AK8",5.925844998,6.0649178845,6.0891805605,5.9509411485,6.012154111,6.231023113
"AK9",4.496152085,4.426769487,4.318334903,4.35827980033333,4.64819439,4.58816670333333
"AKAIN1",2.089096302,2.695610394,2.515940595,2.309789438,2.198030349,2.324918193
"AKAP1",7.2865366845,7.389579115,7.35729239975,6.965666837,6.89239041,7.079263344
"AKAP10",6.474891674,6.35561711425,6.493166159,6.895367481,6.6775413565,6.857130043
"AKAP11",7.319174107,7.328882284,7.3459338965,7.1419249515,7.3497378935,7.339724903
"AKAP12",3.9654327336,4.3192886786,3.7012965606,3.8660355156,3.6391012882,3.8302236252
"AKAP13",4.846565141,4.78587504881818,4.80042070954546,4.91952329790909,4.78213579,4.78431155081818
"AKAP14",2.350603117,2.462764238,2.239138765,2.498525402,2.599039751,2.519253394
"AKAP17A",6.71586964866667,6.524738204,6.51817301266667,6.88061866766667,7.02244266533333,6.566507824
"AKAP3",4.152847135,3.911407568,3.973762065,3.632367107,3.712466587,3.967896724
"AKAP4",4.520620252,4.474772299,4.379502006,4.324068395,4.276812209,4.447816738
"AKAP5",3.429803024,3.4555358655,3.0779968275,3.28689013,3.284357272,3.2984602465
"AKAP6",3.402932906,3.4851206865,3.166738308,3.3299655805,3.447120173,3.6145456235
"AKAP7",5.007678146,5.128303217,5.18089431633333,4.92656222133333,4.85549793966667,5.03776766866667
